TRAVEL_ID,VISIT_AREA_NM,SIDO,GUNGU,EUPMYEON,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM
a_a003151,0415카페,인천,옹진군,북도면,11.0,1.0,5.0,5.0,60.0,0,a003151,8,여,40,5,2,3,4,4,4,3,4,6,1.0,2,2
d_d003504,김녕에사는김영훈,제주특별자치도,제주시,구좌읍,11.0,4.0,5.0,5.0,90.0,1,d003504,21,여,30,4,1,7,1,5,1,1,2,6,5.0,5,0
d_d003504,인더그린,제주특별자치도,제주시,노형동,11.0,3.0,2.0,2.0,120.0,1,d003504,21,여,30,4,1,7,1,5,1,1,2,6,5.0,5,0
d_d003504,누옥,제주특별자치도,제주시,일도이동,11.0,4.0,4.0,4.0,270.0,0,d003504,21,여,30,4,1,7,1,5,1,1,2,6,5.0,5,0
d_d003504,톰톰카레,제주특별자치도,제주시,구좌읍,11.0,5.0,5.0,5.0,60.0,1,d003504,21,여,30,4,1,7,1,5,1,1,2,6,5.0,5,0
c_c000156,청솔국밥,전남,여수시,돌산읍,11.0,4.0,3.0,3.0,30.0,0,c000156,2,여,20,2,4,1,1,3,5,7,7,7,3.0,2,1
c_c000156,모이핀,전남,여수시,돌산읍,11.0,5.0,5.0,5.0,60.0,0,c000156,2,여,20,2,4,1,1,3,5,7,7,7,3.0,2,1
d_d010447,앤트러사이트 제주한림점,제주특별자치도,제주시,한림읍,11.0,5.0,5.0,5.0,60.0,0,d010447,2,남,30,6,2,2,3,2,4,5,2,6,2.0,2,0
d_d010447,이니스프리 제주하우스,제주특별자치도,서귀포시,안덕면,11.0,4.0,3.0,3.0,60.0,0,d010447,2,남,30,6,2,2,3,2,4,5,2,6,2.0,2,0
d_d010447,담다,제주특별자치도,제주시,한림읍,11.0,4.0,4.0,4.0,30.0,0,d010447,2,남,30,6,2,2,3,2,4,5,2,6,2.0,2,0
d_d010447,숯불덮밥화리,제주특별자치도,제주시,애월읍,11.0,5.0,5.0,5.0,30.0,0,d010447,2,남,30,6,2,2,3,2,4,5,2,6,2.0,2,0
d_d010447,뚱보아저씨,제주특별자치도,제주시,한경면,11.0,4.0,4.0,4.0,30.0,0,d010447,2,남,30,6,2,2,3,2,4,5,2,6,2.0,2,0
