TRAVEL_ID,VISIT_AREA_NM,SIDO,GUNGU,EUPMYEON,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM
d_d004461,플레이스캠프제주,제주특별자치도,서귀포시,성산읍,24.0,4.0,4.0,4.0,300.0,1,d004461,12,여,30,4,4,2,2,4,6,5,5,6,2.0,5,0
d_d004461,플레이스캠프제주,제주특별자치도,서귀포시,성산읍,24.0,4.0,4.0,4.0,30.0,1,d004461,12,여,30,4,4,2,2,4,6,5,5,6,2.0,5,0
a_a002609,파라다이스시티,인천,중구,운서동,24.0,4.0,5.0,5.0,210.0,1,a002609,23,여,40,5,4,5,6,1,1,6,1,5,3.0,4,5
a_a002609,파라다이스시티,인천,중구,운서동,24.0,5.0,5.0,5.0,1320.0,1,a002609,23,여,40,5,4,5,6,1,1,6,1,5,3.0,4,5
d_d000987,어반스테이 제주연동,제주특별자치도,제주시,연동,24.0,5.0,5.0,5.0,180.0,1,d000987,1,여,20,2,3,2,2,3,6,5,5,4,3.0,2,1
d_d000987,어반스테이 제주연동,제주특별자치도,제주시,연동,24.0,5.0,5.0,5.0,120.0,1,d000987,1,여,20,2,3,2,2,3,6,5,5,4,3.0,2,1
d_d003504,게으른소나기,제주특별자치도,제주시,구좌읍,24.0,4.0,4.0,4.0,360.0,0,d003504,21,여,30,4,1,7,1,5,1,1,2,6,5.0,5,0
c_c000156,헤이븐호텔,전남,여수시,돌산읍,24.0,2.0,2.0,2.0,1320.0,1,c000156,2,여,20,2,4,1,1,3,5,7,7,7,3.0,2,1
c_c000156,헤이븐호텔,전남,여수시,돌산읍,24.0,2.0,1.0,1.0,240.0,0,c000156,2,여,20,2,4,1,1,3,5,7,7,7,3.0,2,1
c_c000156,유탑마리나호텔&리조트,전남,여수시,수정동,24.0,5.0,5.0,5.0,60.0,0,c000156,2,여,20,2,4,1,1,3,5,7,7,7,3.0,2,1
c_c000156,유탑마리나호텔&리조트,전남,여수시,수정동,24.0,5.0,5.0,5.0,840.0,1,c000156,2,여,20,2,4,1,1,3,5,7,7,7,3.0,2,1
c_c000156,유탑마리나호텔&리조트,전남,여수시,수정동,24.0,5.0,5.0,5.0,240.0,0,c000156,2,여,20,2,4,1,1,3,5,7,7,7,3.0,2,1
d_d006245,히든클리프호텔&네이쳐,제주특별자치도,서귀포시,상예동,24.0,5.0,5.0,5.0,60.0,1,d006245,3,여,40,5,4,1,1,1,1,7,7,7,2.0,1,0
d_d008208,신신호텔 천지연,제주특별자치도,서귀포시,서귀동,24.0,5.0,5.0,5.0,360.0,0,d008208,23,여,40,4,6,2,7,5,5,6,6,1,1.0,1,1
d_d001357,제주오션팰리스,제주특별자치도,서귀포시,서귀동,24.0,1.0,1.0,1.0,270.0,0,d001357,1,남,30,4,1,4,2,3,1,2,2,6,3.0,2,3
d_d001357,제주오션팰리스,제주특별자치도,서귀포시,서귀동,24.0,2.0,1.0,1.0,210.0,0,d001357,1,남,30,4,1,4,2,3,1,2,2,6,3.0,2,3
d_d009189,글로스터호텔제주,제주특별자치도,제주시,연동,24.0,5.0,5.0,5.0,30.0,1,d009189,26,남,30,4,3,2,6,4,6,6,7,1,2.0,3,2
d_d009189,글로스터호텔제주,제주특별자치도,제주시,연동,24.0,5.0,4.0,4.0,150.0,0,d009189,26,남,30,4,3,2,6,4,6,6,7,1,2.0,3,2
d_d007088,위호텔,제주특별자치도,서귀포시,회수동,24.0,5.0,5.0,5.0,90.0,0,d007088,6,여,50,2,4,1,2,2,3,3,4,7,2.0,4,0
d_d007088,호텔윈스토리,제주특별자치도,서귀포시,서귀동,24.0,5.0,5.0,5.0,360.0,1,d007088,6,여,50,2,4,1,2,2,3,3,4,7,2.0,4,0
d_d002856,호텔화인 제주,제주특별자치도,서귀포시,서귀동,24.0,5.0,5.0,5.0,120.0,1,d002856,22,여,30,1,6,4,1,4,7,3,1,7,1.0,3,2
d_d001644,르네상스호텔,제주특별자치도,제주시,삼도일동,24.0,3.0,3.0,3.0,1230.0,0,d001644,1,여,30,2,1,2,7,1,1,7,1,7,2.0,1,0
d_d001644,신신호텔 제주공항점,제주특별자치도,제주시,연동,24.0,3.0,3.0,3.0,60.0,0,d001644,1,여,30,2,1,2,7,1,1,7,1,7,2.0,1,0
d_d001644,신신호텔 제주공항점,제주특별자치도,제주시,연동,24.0,3.0,3.0,3.0,990.0,1,d001644,1,여,30,2,1,2,7,1,1,7,1,7,2.0,1,0
d_d001644,신신호텔 제주공항점,제주특별자치도,제주시,연동,24.0,3.0,3.0,3.0,1260.0,1,d001644,1,여,30,2,1,2,7,1,1,7,1,7,2.0,1,0
d_d002811,한나스테이,제주특별자치도,제주시,이도일동,24.0,5.0,5.0,5.0,240.0,0,d002811,21,여,20,4,2,2,1,4,6,2,2,7,2.0,4,0
d_d002811,한나스테이,제주특별자치도,제주시,이도일동,24.0,5.0,5.0,5.0,330.0,1,d002811,21,여,20,4,2,2,1,4,6,2,2,7,2.0,4,0
d_d000778,파르나스호텔 제주,제주특별자치도,서귀포시,색달동,24.0,4.0,4.0,5.0,240.0,0,d000778,21,여,40,4,2,6,2,2,4,3,2,7,7.0,3,0
d_d000778,그랜드하얏트제주,제주특별자치도,제주시,노형동,24.0,4.0,4.0,4.0,1200.0,0,d000778,21,여,40,4,2,6,2,2,4,3,2,7,7.0,3,0
d_d000778,파르나스호텔 제주,제주특별자치도,서귀포시,색달동,24.0,4.0,4.0,5.0,150.0,0,d000778,21,여,40,4,2,6,2,2,4,3,2,7,7.0,3,0
d_d002862,우도머뭄,제주특별자치도,제주시,우도면,24.0,4.0,4.0,4.0,60.0,0,d002862,2,여,30,4,2,4,3,4,4,5,5,5,1.0,2,0
d_d009107,호텔탑아일랜드,제주특별자치도,제주시,용담일동,24.0,5.0,4.0,3.0,150.0,1,d009107,22,여,20,3,2,2,2,5,5,4,5,6,1.0,1,1
d_d003819,호텔 케니 서귀포,제주특별자치도,서귀포시,서귀동,24.0,4.0,3.0,3.0,210.0,0,d003819,22,여,20,4,3,2,2,2,4,4,4,5,2.0,1,0
c_c000618,쏠비치 진도,전남,진도군,의신면,24.0,5.0,5.0,5.0,60.0,0,c000618,23,남,20,4,5,2,1,4,6,6,6,3,2.0,3,1
c_c000618,쏠비치 진도,전남,진도군,의신면,24.0,5.0,5.0,5.0,510.0,0,c000618,23,남,20,4,5,2,1,4,6,6,6,3,2.0,3,1
d_d000538,호텔탑아일랜드,제주특별자치도,제주시,용담일동,24.0,5.0,5.0,5.0,120.0,0,d000538,2,여,20,2,3,2,1,4,2,6,3,6,2.0,2,1
d_d000538,랜딩관 제주신화월드호텔앤리조트,제주특별자치도,서귀포시,안덕면,24.0,5.0,5.0,5.0,210.0,0,d000538,2,여,20,2,3,2,1,4,2,6,3,6,2.0,2,1
d_d000538,호텔탑아일랜드,제주특별자치도,제주시,용담일동,24.0,5.0,5.0,5.0,30.0,0,d000538,2,여,20,2,3,2,1,4,2,6,3,6,2.0,2,1
