SIDO,VISIT_AREA_NM,GUNGU,EUPMYEON,VISIT_AREA_TYPE_CD,RESIDENCE_TIME_MIN_mean,RCMDTN_INTENTION_mean,REVISIT_YN_mean,TRAVEL_COMPANIONS_NUM_mean,REVISIT_INTENTION_mean
서울,오마이게스트하우스,종로구,신교동,24.0,75.0,1.0,0.0,0.0,1.0
서울,호텔릿,중구,남대문로5가,24.0,315.0,2.5,0.5,0.0,3.0
서울,소설호텔,서초구,서초동,24.0,135.0,3.0,0.0,0.0,3.0
경기,호텔이쁘다,양주시,옥정동,24.0,90.0,5.0,0.0,3.0,5.0
경기,M&M펜션,가평군,청평면,24.0,195.0,5.0,0.0,4.0,5.0
경기,더힐하우스호텔 양평,양평군,강하면,24.0,720.0,3.5,0.0,7.0,4.0
서울,에이큐브호텔,중구,을지로5가,24.0,255.0,4.5,0.5,3.0,5.0
서울,호텔그림,종로구,낙원동,24.0,130.0,3.0,0.0,0.0,3.0
인천,블루오션레지던스호텔,중구,중산동,24.0,132.0,3.8,0.2,1.0,3.6
인천,오크우드프리미어 인천,연수구,송도동,24.0,142.5,4.25,0.0,3.0,4.0
인천,파라다이스시티,중구,운서동,24.0,264.0,5.0,0.4,2.8,5.0
서울,포레스타호텔,은평구,대조동,24.0,210.0,4.0,0.5,1.0,4.0
서울,카리스호텔,관악구,남현동,24.0,330.0,3.0,0.0,1.0,3.0
경남,노마드호텔,김해시,어방동,24.0,120.0,3.0,0.0,1.0,3.0
서울,웨스틴조선 서울,중구,소공동,24.0,75.0,4.5,1.0,1.0,4.5
서울,대우도씨에빛1오피스텔,서초구,서초동,24.0,1395.0,4.0,0.0,3.0,4.0
경기,르노모텔,수원시,팔달구,24.0,67.5,5.0,1.0,0.0,5.0
서울,DW스테이,마포구,연남동,24.0,30.0,1.0,0.0,2.0,1.0
경기,래미안광교아파트,수원시,영통구,24.0,90.0,4.5,1.0,4.0,4.5
경기,룩소르호텔,고양시,일산서구,24.0,750.0,3.0,0.0,1.0,3.0
경기,포근펜션,가평군,가평읍,24.0,165.0,3.0,0.5,1.0,1.5
인천,이코노미호텔 인천부평점,부평구,갈산동,24.0,870.0,5.0,0.0,1.0,5.0
